"alias","logo","rating","time"
"Jakob","animation/logo_131_animation_8.svg","Very Bad","Timestamp(seconds=1616959334, nanoseconds=348000000)"
"Tim","animation/logo_28_animation_48.svg","Bad","Timestamp(seconds=1616959412, nanoseconds=203000000)"
"Rebecca","animation/logo_58_animation_38.svg","Bad","Timestamp(seconds=1617012147, nanoseconds=924000000)"
"Kim","animation/logo_50_animation_43.svg","Very Bad","Timestamp(seconds=1616956222, nanoseconds=925000000)"
"Tim","animation/logo_50_animation_15.svg","Okay","Timestamp(seconds=1616956632, nanoseconds=535000000)"
"Jakob","animation/logo_191_animation_13.svg","Okay","Timestamp(seconds=1617013598, nanoseconds=128000000)"
"larissa","animation/logo_174_animation_22.svg","Very Bad","Timestamp(seconds=1617193851, nanoseconds=504000000)"
"Niklas","animation/logo_136_animation_7.svg","Very Bad","Timestamp(seconds=1616958841, nanoseconds=727000000)"
"Tim","animation/logo_3_animation_49.svg","Very Bad","Timestamp(seconds=1617003871, nanoseconds=74000000)"
"Phillip","animation/logo_87_animation_27.svg","Okay","Timestamp(seconds=1616958952, nanoseconds=469000000)"
"Sarah","animation/logo_32_animation_8.svg","Good","Timestamp(seconds=1616958825, nanoseconds=867000000)"
"Sarah","animation/logo_171_animation_26.svg","Good","Timestamp(seconds=1617025590, nanoseconds=956000000)"
"Tim","animation/logo_138_animation_7.svg","Very Bad","Timestamp(seconds=1616961386, nanoseconds=642000000)"
"Tim","animation/logo_3_animation_19.svg","Bad","Timestamp(seconds=1616954196, nanoseconds=204000000)"
"Jakob","animation/logo_38_animation_20.svg","Bad","Timestamp(seconds=1616962882, nanoseconds=541000000)"
"Jonathan","animation/logo_8_animation_18.svg","Very Bad","Timestamp(seconds=1616961997, nanoseconds=282000000)"
"Tim","animation/logo_4_animation_17.svg","Bad","Timestamp(seconds=1616959492, nanoseconds=757000000)"
"Tim","animation/logo_128_animation_1.svg","Very Bad","Timestamp(seconds=1616966018, nanoseconds=568000000)"
"Jonathan","animation/logo_39_animation_3.svg","Okay","Timestamp(seconds=1616966010, nanoseconds=108000000)"
"Tim","animation/logo_143_animation_9.svg","Okay","Timestamp(seconds=1616966032, nanoseconds=263000000)"
"Rebecca","animation/logo_113_animation_21.svg","Good","Timestamp(seconds=1616971725, nanoseconds=511000000)"
"Jakob","animation/logo_165_animation_14.svg","Okay","Timestamp(seconds=1617050461, nanoseconds=894000000)"
"Jakob","animation/logo_189_animation_29.svg","Bad","Timestamp(seconds=1617050618, nanoseconds=961000000)"
"Jakob","animation/logo_126_animation_26.svg","Bad","Timestamp(seconds=1616926799, nanoseconds=627000000)"
"Jakob","animation/logo_136_animation_37.svg","Okay","Timestamp(seconds=1616959463, nanoseconds=653000000)"
"Rebecca","animation/logo_34_animation_46.svg","Bad","Timestamp(seconds=1617015182, nanoseconds=216000000)"
"Sarah","animation/logo_166_animation_37.svg","Bad","Timestamp(seconds=1617025989, nanoseconds=48000000)"
"Kim","animation/logo_89_animation_35.svg","Very Bad","Timestamp(seconds=1616956235, nanoseconds=888000000)"
"Rebecca","animation/logo_19_animation_29.svg","Bad","Timestamp(seconds=1616971475, nanoseconds=330000000)"
"Jakob","animation/logo_174_animation_41.svg","Very Bad","Timestamp(seconds=1617050440, nanoseconds=693000000)"
"Jakob","animation/logo_182_animation_33.svg","Bad","Timestamp(seconds=1617014633, nanoseconds=127000000)"
"Rebecca","animation/logo_162_animation_3.svg","Okay","Timestamp(seconds=1617014439, nanoseconds=482000000)"
"Kim","animation/logo_17_animation_38.svg","Bad","Timestamp(seconds=1616956244, nanoseconds=473000000)"
"Rebecca","animation/logo_164_animation_14.svg","Bad","Timestamp(seconds=1617014248, nanoseconds=447000000)"
"Niklas","animation/logo_64_animation_5.svg","Okay","Timestamp(seconds=1616960208, nanoseconds=883000000)"
"Tim","animation/logo_188_animation_0.svg","Very Bad","Timestamp(seconds=1617041405, nanoseconds=64000000)"
"Jakob","animation/logo_91_animation_7.svg","Good","Timestamp(seconds=1616925924, nanoseconds=272000000)"
"Phillip","animation/logo_122_animation_21.svg","Okay","Timestamp(seconds=1616962066, nanoseconds=361000000)"
"Jakob","animation/logo_127_animation_4.svg","Very Bad","Timestamp(seconds=1616950961, nanoseconds=63000000)"
"Jakob","animation/logo_138_animation_44.svg","Very Bad","Timestamp(seconds=1616926941, nanoseconds=533000000)"
"Kim","animation/logo_140_animation_30.svg","Okay","Timestamp(seconds=1617007633, nanoseconds=153000000)"
"Jonathan","animation/logo_36_animation_41.svg","Very Bad","Timestamp(seconds=1616961623, nanoseconds=592000000)"
"Kim","animation/logo_8_animation_28.svg","Okay","Timestamp(seconds=1616958043, nanoseconds=162000000)"
"Tim","animation/logo_142_animation_40.svg","Okay","Timestamp(seconds=1616961354, nanoseconds=643000000)"
"Tim","animation/logo_113_animation_29.svg","Bad","Timestamp(seconds=1616961273, nanoseconds=861000000)"
"Niklas","animation/logo_104_animation_16.svg","Okay","Timestamp(seconds=1617013717, nanoseconds=87000000)"
"Jakob","animation/logo_78_animation_23.svg","Bad","Timestamp(seconds=1616926543, nanoseconds=685000000)"
"Jonathan","animation/logo_124_animation_21.svg","Very Bad","Timestamp(seconds=1616962114, nanoseconds=89000000)"
"Tim","animation/logo_126_animation_43.svg","Okay","Timestamp(seconds=1616955473, nanoseconds=195000000)"
"Tim","animation/logo_155_animation_48.svg","Bad","Timestamp(seconds=1617041423, nanoseconds=985000000)"
"Kathi","animation/logo_186_animation_6.svg","Very Bad","Timestamp(seconds=1617128121, nanoseconds=851000000)"
"Jakob","animation/logo_104_animation_13.svg","Okay","Timestamp(seconds=1616947185, nanoseconds=118000000)"
"Jakob","animation/logo_168_animation_37.svg","Bad","Timestamp(seconds=1617014743, nanoseconds=694000000)"
"Jakob","animation/logo_171_animation_45.svg","Okay","Timestamp(seconds=1617012873, nanoseconds=445000000)"
"Tim","animation/logo_82_animation_32.svg","Bad","Timestamp(seconds=1616956515, nanoseconds=431000000)"
"Kim","animation/logo_108_animation_9.svg","Good","Timestamp(seconds=1616954293, nanoseconds=525000000)"
"Jakob","animation/logo_144_animation_21.svg","Bad","Timestamp(seconds=1617014418, nanoseconds=980000000)"
"Tim","animation/logo_37_animation_13.svg","Bad","Timestamp(seconds=1617193996, nanoseconds=16000000)"
"Jonathan","animation/logo_60_animation_35.svg","Okay","Timestamp(seconds=1616961885, nanoseconds=85000000)"
"Rebecca","animation/logo_83_animation_41.svg","Bad","Timestamp(seconds=1616973426, nanoseconds=941000000)"
"Sarah","animation/logo_178_animation_16.svg","Okay","Timestamp(seconds=1617025171, nanoseconds=525000000)"
"Jonathan","animation/logo_131_animation_18.svg","Very Bad","Timestamp(seconds=1616960655, nanoseconds=538000000)"
"Sarah","animation/logo_126_animation_44.svg","Okay","Timestamp(seconds=1616958790, nanoseconds=703000000)"
"Sarah","animation/logo_14_animation_16.svg","Very Bad","Timestamp(seconds=1616965501, nanoseconds=613000000)"
"Jakob","animation/logo_99_animation_3.svg","Very Good","Timestamp(seconds=1616926568, nanoseconds=870000000)"
"Tim","animation/logo_50_animation_25.svg","Very Bad","Timestamp(seconds=1616963522, nanoseconds=87000000)"
"Sarah","animation/logo_41_animation_41.svg","Okay","Timestamp(seconds=1616954511, nanoseconds=991000000)"
"Rebecca","animation/logo_112_animation_18.svg","Okay","Timestamp(seconds=1616966690, nanoseconds=776000000)"
"Kim","animation/logo_133_animation_37.svg","Okay","Timestamp(seconds=1616955266, nanoseconds=367000000)"
"Tim","animation/logo_136_animation_4.svg","Very Bad","Timestamp(seconds=1616956311, nanoseconds=441000000)"
"Kim","animation/logo_63_animation_11.svg","Very Bad","Timestamp(seconds=1616954558, nanoseconds=53000000)"
"Tim","animation/logo_56_animation_46.svg","Very Bad","Timestamp(seconds=1617004352, nanoseconds=454000000)"
"Tim","animation/logo_54_animation_32.svg","Very Bad","Timestamp(seconds=1617003973, nanoseconds=875000000)"
"Rebecca","animation/logo_71_animation_17.svg","Very Bad","Timestamp(seconds=1616972419, nanoseconds=434000000)"
"Tim","animation/logo_66_animation_23.svg","Okay","Timestamp(seconds=1616953975, nanoseconds=208000000)"
"Vinoagrarius","animation/logo_19_animation_42.svg","Bad","Timestamp(seconds=1616997111, nanoseconds=834000000)"
"Jonathan","animation/logo_137_animation_2.svg","Very Bad","Timestamp(seconds=1616965351, nanoseconds=36000000)"
"Jakob","animation/logo_48_animation_25.svg","Very Bad","Timestamp(seconds=1616959339, nanoseconds=678000000)"
"Kim","animation/logo_82_animation_21.svg","Okay","Timestamp(seconds=1616954320, nanoseconds=293000000)"
"Jakob","animation/logo_154_animation_48.svg","Very Bad","Timestamp(seconds=1617051747, nanoseconds=853000000)"
"Kim","animation/logo_132_animation_23.svg","Very Bad","Timestamp(seconds=1616955491, nanoseconds=455000000)"
"Kim","animation/logo_19_animation_39.svg","Very Bad","Timestamp(seconds=1616957995, nanoseconds=99000000)"
"Kim","animation/logo_37_animation_2.svg","Very Bad","Timestamp(seconds=1616956753, nanoseconds=456000000)"
"Tim","animation/logo_124_animation_2.svg","Very Bad","Timestamp(seconds=1616958147, nanoseconds=458000000)"
"Vinoagrarius","animation/logo_96_animation_9.svg","Bad","Timestamp(seconds=1616997248, nanoseconds=607000000)"
"Jakob","animation/logo_113_animation_42.svg","Very Bad","Timestamp(seconds=1616959803, nanoseconds=854000000)"
"Rebecca","animation/logo_79_animation_17.svg","Okay","Timestamp(seconds=1616972592, nanoseconds=421000000)"
"Tim","animation/logo_5_animation_38.svg","Bad","Timestamp(seconds=1616953941, nanoseconds=477000000)"
"Kim","animation/logo_106_animation_23.svg","Very Good","Timestamp(seconds=1616955558, nanoseconds=198000000)"
"Jakob","animation/logo_92_animation_12.svg","Bad","Timestamp(seconds=1616950005, nanoseconds=854000000)"
"Kim","animation/logo_53_animation_18.svg","Very Bad","Timestamp(seconds=1616956249, nanoseconds=184000000)"
"Jakob","animation/logo_17_animation_24.svg","Very Bad","Timestamp(seconds=1616962171, nanoseconds=388000000)"
"Sarah","animation/logo_190_animation_7.svg","Very Bad","Timestamp(seconds=1617025254, nanoseconds=784000000)"
"Jakob","animation/logo_184_animation_21.svg","Bad","Timestamp(seconds=1617094202, nanoseconds=378000000)"
"Jakob","animation/logo_7_animation_15.svg","Very Bad","Timestamp(seconds=1616964030, nanoseconds=342000000)"
"Tim","animation/logo_66_animation_15.svg","Very Bad","Timestamp(seconds=1617000321, nanoseconds=867000000)"
"Niklas","animation/logo_93_animation_22.svg","Good","Timestamp(seconds=1616958862, nanoseconds=502000000)"
"Jakob","animation/logo_35_animation_14.svg","Okay","Timestamp(seconds=1617011899, nanoseconds=194000000)"
"Jakob","animation/logo_127_animation_38.svg","Very Bad","Timestamp(seconds=1616959507, nanoseconds=587000000)"
"Tim","animation/logo_60_animation_26.svg","Bad","Timestamp(seconds=1616954313, nanoseconds=683000000)"
"Jakob","animation/logo_188_animation_14.svg","Very Bad","Timestamp(seconds=1617050409, nanoseconds=61000000)"
"Kathi","animation/logo_187_animation_40.svg","Very Bad","Timestamp(seconds=1617128488, nanoseconds=530000000)"
"Rebecca","animation/logo_120_animation_28.svg","Bad","Timestamp(seconds=1616973016, nanoseconds=607000000)"
"Sarah","animation/logo_153_animation_28.svg","Good","Timestamp(seconds=1617025205, nanoseconds=632000000)"
"Sarah","animation/logo_84_animation_48.svg","Good","Timestamp(seconds=1617026070, nanoseconds=355000000)"
"Jakob","animation/logo_53_animation_42.svg","Very Bad","Timestamp(seconds=1616959363, nanoseconds=855000000)"
"larissa","animation/logo_165_animation_28.svg","Okay","Timestamp(seconds=1617193621, nanoseconds=338000000)"
"Tim","animation/logo_50_animation_41.svg","Okay","Timestamp(seconds=1616959877, nanoseconds=232000000)"
"Jakob","animation/logo_8_animation_41.svg","Okay","Timestamp(seconds=1616927078, nanoseconds=430000000)"
"Phillip","animation/logo_75_animation_29.svg","Okay","Timestamp(seconds=1616958888, nanoseconds=960000000)"
"Jakob","animation/logo_157_animation_16.svg","Very Bad","Timestamp(seconds=1617051340, nanoseconds=308000000)"
"Jakob","animation/logo_47_animation_25.svg","Good","Timestamp(seconds=1617049737, nanoseconds=966000000)"
"Jonathan","animation/logo_80_animation_27.svg","Bad","Timestamp(seconds=1616961230, nanoseconds=891000000)"
"Phillip","animation/logo_132_animation_8.svg","Bad","Timestamp(seconds=1616963655, nanoseconds=721000000)"
"Sarah","animation/logo_34_animation_31.svg","Okay","Timestamp(seconds=1616954139, nanoseconds=403000000)"
"Rebecca","animation/logo_17_animation_37.svg","Good","Timestamp(seconds=1616972091, nanoseconds=932000000)"
"Sabrina","animation/logo_11_animation_11.svg","Okay","Timestamp(seconds=1616929991, nanoseconds=812000000)"
"Jonathan","animation/logo_65_animation_37.svg","Bad","Timestamp(seconds=1616955724, nanoseconds=282000000)"
"Jana","animation/logo_63_animation_15.svg","Bad","Timestamp(seconds=1616961576, nanoseconds=820000000)"
"Niklas","animation/logo_57_animation_33.svg","Very Good","Timestamp(seconds=1616959459, nanoseconds=544000000)"
"Phillip","animation/logo_14_animation_8.svg","Bad","Timestamp(seconds=1616958924, nanoseconds=239000000)"
"Jani","animation/logo_9_animation_36.svg","Okay","Timestamp(seconds=1617011345, nanoseconds=812000000)"
"Sarah","animation/logo_163_animation_28.svg","Very Bad","Timestamp(seconds=1617027176, nanoseconds=573000000)"
"Kathi","animation/logo_80_animation_38.svg","Very Good","Timestamp(seconds=1617128383, nanoseconds=47000000)"
"Jakob","animation/logo_178_animation_39.svg","Bad","Timestamp(seconds=1617014792, nanoseconds=75000000)"
"Jonathan","animation/logo_122_animation_34.svg","Very Bad","Timestamp(seconds=1616960769, nanoseconds=460000000)"
"Tim","animation/logo_188_animation_27.svg","Very Bad","Timestamp(seconds=1617013427, nanoseconds=368000000)"
"Selina","animation/logo_161_animation_14.svg","Bad","Timestamp(seconds=1617128354, nanoseconds=838000000)"
"Sarah","animation/logo_70_animation_48.svg","Okay","Timestamp(seconds=1616957358, nanoseconds=50000000)"
"Kathi","animation/logo_188_animation_49.svg","Okay","Timestamp(seconds=1617128397, nanoseconds=95000000)"
"Jonathan","animation/logo_32_animation_5.svg","Okay","Timestamp(seconds=1616960734, nanoseconds=73000000)"
"Niklas","animation/logo_117_animation_3.svg","Very Good","Timestamp(seconds=1616959077, nanoseconds=81000000)"
"MiChelle","animation/logo_84_animation_20.svg","Bad","Timestamp(seconds=1617009422, nanoseconds=727000000)"
"larissa","animation/logo_177_animation_22.svg","Very Bad","Timestamp(seconds=1617193899, nanoseconds=494000000)"
"Vinoagrarius","animation/logo_176_animation_30.svg","Bad","Timestamp(seconds=1617128344, nanoseconds=191000000)"
"Sarah","animation/logo_190_animation_12.svg","Good","Timestamp(seconds=1617026982, nanoseconds=473000000)"
"Vinoagrarius","animation/logo_86_animation_10.svg","Bad","Timestamp(seconds=1616997681, nanoseconds=370000000)"
"Jakob","animation/logo_178_animation_37.svg","Okay","Timestamp(seconds=1617013536, nanoseconds=751000000)"
"Michelle","animation/logo_66_animation_6.svg","Okay","Timestamp(seconds=1617008899, nanoseconds=609000000)"
"Jakob","animation/logo_103_animation_21.svg","Okay","Timestamp(seconds=1616926417, nanoseconds=622000000)"
"Niklas","animation/logo_119_animation_29.svg","Very Good","Timestamp(seconds=1616959411, nanoseconds=336000000)"
"Tim","animation/logo_103_animation_40.svg","Bad","Timestamp(seconds=1616956039, nanoseconds=338000000)"
"Jakob","animation/logo_126_animation_21.svg","Bad","Timestamp(seconds=1616926683, nanoseconds=778000000)"
"Sabrina","animation/logo_122_animation_5.svg","Very Good","Timestamp(seconds=1616929806, nanoseconds=794000000)"
"Vinoagrarius","animation/logo_175_animation_16.svg","Okay","Timestamp(seconds=1617128418, nanoseconds=71000000)"
"Jakob","animation/logo_88_animation_33.svg","Very Good","Timestamp(seconds=1616925582, nanoseconds=578000000)"
"Sarah","animation/logo_132_animation_7.svg","Bad","Timestamp(seconds=1616965616, nanoseconds=946000000)"
"Tim","animation/logo_101_animation_40.svg","Very Bad","Timestamp(seconds=1617003606, nanoseconds=370000000)"
"Jonathan","animation/logo_113_animation_32.svg","Okay","Timestamp(seconds=1616961372, nanoseconds=809000000)"
"Rebecca","animation/logo_115_animation_5.svg","Good","Timestamp(seconds=1616972494, nanoseconds=290000000)"
"Jakob","animation/logo_134_animation_0.svg","Very Bad","Timestamp(seconds=1616959466, nanoseconds=444000000)"
"Sarah","animation/logo_141_animation_2.svg","Very Good","Timestamp(seconds=1616954128, nanoseconds=763000000)"
"Sarah","animation/logo_148_animation_2.svg","Bad","Timestamp(seconds=1617026229, nanoseconds=758000000)"
"Tim","animation/logo_138_animation_20.svg","Very Bad","Timestamp(seconds=1617007781, nanoseconds=739000000)"
"Michelle","animation/logo_48_animation_42.svg","Very Bad","Timestamp(seconds=1617009138, nanoseconds=515000000)"
"Jakob","animation/logo_131_animation_40.svg","Very Bad","Timestamp(seconds=1616947559, nanoseconds=321000000)"
"Kim","animation/logo_43_animation_29.svg","Bad","Timestamp(seconds=1616956212, nanoseconds=439000000)"
"Jakob","animation/logo_162_animation_49.svg","Okay","Timestamp(seconds=1617050606, nanoseconds=454000000)"
"Jonathan","animation/logo_173_animation_36.svg","Very Bad","Timestamp(seconds=1617117413, nanoseconds=370000000)"
"Jonathan","animation/logo_181_animation_13.svg","Bad","Timestamp(seconds=1617030218, nanoseconds=93000000)"
"Kim","animation/logo_67_animation_34.svg","Very Bad","Timestamp(seconds=1616955564, nanoseconds=171000000)"
"Rebecca","animation/logo_10_animation_44.svg","Bad","Timestamp(seconds=1616973722, nanoseconds=760000000)"
"Jakob","animation/logo_62_animation_8.svg","Okay","Timestamp(seconds=1616961800, nanoseconds=939000000)"
"Niklas","animation/logo_56_animation_36.svg","Very Good","Timestamp(seconds=1616958611, nanoseconds=562000000)"
"Jonathan","animation/logo_50_animation_24.svg","Very Bad","Timestamp(seconds=1616965416, nanoseconds=876000000)"
"Jakob","animation/logo_119_animation_18.svg","Okay","Timestamp(seconds=1616925600, nanoseconds=830000000)"
"Rebecca","animation/logo_31_animation_27.svg","Good","Timestamp(seconds=1616966992, nanoseconds=670000000)"
"Jonathan","animation/logo_65_animation_7.svg","Okay","Timestamp(seconds=1616961109, nanoseconds=399000000)"
"Jana","animation/logo_59_animation_43.svg","Okay","Timestamp(seconds=1616961710, nanoseconds=709000000)"
"Tim","animation/logo_79_animation_38.svg","Very Bad","Timestamp(seconds=1616953161, nanoseconds=516000000)"
"Niklas","animation/logo_31_animation_34.svg","Good","Timestamp(seconds=1616960421, nanoseconds=791000000)"
"Jakob","animation/logo_178_animation_32.svg","Okay","Timestamp(seconds=1617014301, nanoseconds=368000000)"
"Michelle","animation/logo_124_animation_11.svg","Okay","Timestamp(seconds=1617009734, nanoseconds=313000000)"
"Sarah","animation/logo_103_animation_22.svg","Very Good","Timestamp(seconds=1616954829, nanoseconds=866000000)"
"Kim","animation/logo_81_animation_26.svg","Bad","Timestamp(seconds=1616957529, nanoseconds=534000000)"
"Sarah","animation/logo_175_animation_48.svg","Bad","Timestamp(seconds=1617027017, nanoseconds=468000000)"
"Michelle","animation/logo_112_animation_41.svg","Very Bad","Timestamp(seconds=1617009521, nanoseconds=593000000)"
"Rebecca","animation/logo_48_animation_11.svg","Good","Timestamp(seconds=1616972115, nanoseconds=310000000)"
"Jakob","animation/logo_121_animation_46.svg","Good","Timestamp(seconds=1616950412, nanoseconds=634000000)"
"Niklas","animation/logo_18_animation_30.svg","Good","Timestamp(seconds=1617113887, nanoseconds=816000000)"
"Kim","animation/logo_37_animation_32.svg","Good","Timestamp(seconds=1616955874, nanoseconds=811000000)"
"Michelle","animation/logo_69_animation_1.svg","Bad","Timestamp(seconds=1617009501, nanoseconds=854000000)"
"Jakob","animation/logo_102_animation_37.svg","Okay","Timestamp(seconds=1617051509, nanoseconds=534000000)"
"Kim","animation/logo_7_animation_14.svg","Very Bad","Timestamp(seconds=1617007617, nanoseconds=613000000)"
"Phillip","animation/logo_141_animation_24.svg","Okay","Timestamp(seconds=1616962015, nanoseconds=164000000)"
"Jakob","animation/logo_174_animation_10.svg","Very Bad","Timestamp(seconds=1617013556, nanoseconds=487000000)"
"Jakob","animation/logo_3_animation_44.svg","Okay","Timestamp(seconds=1616950037, nanoseconds=359000000)"
"Jonathan","animation/logo_7_animation_20.svg","Very Bad","Timestamp(seconds=1616961910, nanoseconds=578000000)"
"Kim","animation/logo_17_animation_13.svg","Bad","Timestamp(seconds=1616956864, nanoseconds=607000000)"
"Rebecca","animation/logo_169_animation_34.svg","Very Bad","Timestamp(seconds=1617018127, nanoseconds=37000000)"
"Tim","animation/logo_85_animation_40.svg","Very Bad","Timestamp(seconds=1616957043, nanoseconds=517000000)"
"Jonathan","animation/logo_128_animation_32.svg","Okay","Timestamp(seconds=1616962352, nanoseconds=511000000)"
"Jakob","animation/logo_165_animation_46.svg","Good","Timestamp(seconds=1617044820, nanoseconds=495000000)"
"Tim","animation/logo_65_animation_18.svg","Okay","Timestamp(seconds=1616953555, nanoseconds=679000000)"
"Tim","animation/logo_16_animation_30.svg","Very Bad","Timestamp(seconds=1617004036, nanoseconds=996000000)"
"Niklas","animation/logo_187_animation_15.svg","Very Good","Timestamp(seconds=1617015462, nanoseconds=204000000)"
"Niklas","animation/logo_15_animation_37.svg","Okay","Timestamp(seconds=1616958433, nanoseconds=757000000)"
"Jakob","animation/logo_10_animation_37.svg","Very Bad","Timestamp(seconds=1616950675, nanoseconds=813000000)"
"Sarah","animation/logo_145_animation_16.svg","Okay","Timestamp(seconds=1617024923, nanoseconds=406000000)"
"Kim","animation/logo_7_animation_8.svg","Okay","Timestamp(seconds=1616956814, nanoseconds=444000000)"
"Sarah","animation/logo_143_animation_13.svg","Very Bad","Timestamp(seconds=1616953655, nanoseconds=243000000)"
"Jakob","animation/logo_151_animation_22.svg","Bad","Timestamp(seconds=1617094342, nanoseconds=775000000)"
"Rebecca","animation/logo_144_animation_18.svg","Bad","Timestamp(seconds=1617015351, nanoseconds=843000000)"
"Jonathan","animation/logo_84_animation_49.svg","Bad","Timestamp(seconds=1616961579, nanoseconds=586000000)"
"Tim","animation/logo_12_animation_42.svg","Bad","Timestamp(seconds=1616953907, nanoseconds=991000000)"
"Tim","animation/logo_143_animation_11.svg","Very Bad","Timestamp(seconds=1616958081, nanoseconds=339000000)"
"Tim","animation/logo_131_animation_24.svg","Very Bad","Timestamp(seconds=1616959511, nanoseconds=550000000)"
"Jakob","animation/logo_101_animation_31.svg","Bad","Timestamp(seconds=1616947153, nanoseconds=787000000)"
"Niklas","animation/logo_109_animation_8.svg","Good","Timestamp(seconds=1616958713, nanoseconds=70000000)"
"Jonathan","animation/logo_48_animation_35.svg","Bad","Timestamp(seconds=1616962153, nanoseconds=767000000)"
"Jakob","animation/logo_191_animation_12.svg","Okay","Timestamp(seconds=1617049244, nanoseconds=30000000)"
"Jakob","animation/logo_112_animation_32.svg","Good","Timestamp(seconds=1616964991, nanoseconds=809000000)"
"Kim","animation/logo_14_animation_11.svg","Bad","Timestamp(seconds=1617007701, nanoseconds=791000000)"
"Rebecca","animation/logo_142_animation_9.svg","Good","Timestamp(seconds=1617017786, nanoseconds=714000000)"
"Vinoagrarius","animation/logo_114_animation_25.svg","Okay","Timestamp(seconds=1616997470, nanoseconds=544000000)"
"Jakob","animation/logo_159_animation_40.svg","Very Bad","Timestamp(seconds=1617013896, nanoseconds=56000000)"
"Tim","animation/logo_31_animation_35.svg","Bad","Timestamp(seconds=1616959736, nanoseconds=268000000)"
"Sarah","animation/logo_37_animation_17.svg","Bad","Timestamp(seconds=1616965492, nanoseconds=196000000)"
"Tim","animation/logo_4_animation_12.svg","Very Bad","Timestamp(seconds=1617003824, nanoseconds=470000000)"
"Tim","animation/logo_11_animation_43.svg","Bad","Timestamp(seconds=1617007508, nanoseconds=75000000)"
"Jonathan","animation/logo_47_animation_10.svg","Very Bad","Timestamp(seconds=1616962538, nanoseconds=636000000)"
"Michelle","animation/logo_135_animation_24.svg","Okay","Timestamp(seconds=1617009220, nanoseconds=136000000)"
"Tim","animation/logo_145_animation_46.svg","Very Bad","Timestamp(seconds=1617013317, nanoseconds=229000000)"
"Rebecca","animation/logo_37_animation_7.svg","Okay","Timestamp(seconds=1617012034, nanoseconds=404000000)"
"Jonathan","animation/logo_95_animation_28.svg","Very Bad","Timestamp(seconds=1616966093, nanoseconds=328000000)"
"Tim","animation/logo_66_animation_29.svg","Very Bad","Timestamp(seconds=1616961237, nanoseconds=752000000)"
"Sarah","animation/logo_180_animation_10.svg","Very Bad","Timestamp(seconds=1617026909, nanoseconds=201000000)"
"Tim","animation/logo_63_animation_4.svg","Bad","Timestamp(seconds=1616962099, nanoseconds=783000000)"
"Tim","animation/logo_93_animation_21.svg","Bad","Timestamp(seconds=1616958066, nanoseconds=329000000)"
"Sarah","animation/logo_129_animation_15.svg","Good","Timestamp(seconds=1616954483, nanoseconds=950000000)"
"Phillip","animation/logo_56_animation_32.svg","Bad","Timestamp(seconds=1616959511, nanoseconds=266000000)"
"Tim","animation/logo_143_animation_25.svg","Very Bad","Timestamp(seconds=1616962290, nanoseconds=510000000)"
"Jonathan","animation/logo_131_animation_44.svg","Very Bad","Timestamp(seconds=1616966126, nanoseconds=999000000)"
"Jakob","animation/logo_9_animation_23.svg","Bad","Timestamp(seconds=1617014549, nanoseconds=245000000)"
"Niklas","animation/logo_143_animation_21.svg","Very Good","Timestamp(seconds=1616959402, nanoseconds=768000000)"
"Tim","animation/logo_109_animation_22.svg","Bad","Timestamp(seconds=1616953227, nanoseconds=484000000)"
"Phillip","animation/logo_14_animation_20.svg","Very Bad","Timestamp(seconds=1616959334, nanoseconds=432000000)"
"Sarah","animation/logo_5_animation_37.svg","Bad","Timestamp(seconds=1617025614, nanoseconds=332000000)"
"Tim","animation/logo_62_animation_1.svg","Bad","Timestamp(seconds=1616954479, nanoseconds=528000000)"
"Rebecca","animation/logo_125_animation_30.svg","Very Bad","Timestamp(seconds=1616972465, nanoseconds=843000000)"
"Niklas","animation/logo_176_animation_17.svg","Very Good","Timestamp(seconds=1617015536, nanoseconds=672000000)"
"Sarah","animation/logo_151_animation_12.svg","Very Bad","Timestamp(seconds=1617025090, nanoseconds=26000000)"
"larissa","animation/logo_181_animation_38.svg","Bad","Timestamp(seconds=1617194026, nanoseconds=637000000)"
"Niklas","animation/logo_78_animation_49.svg","Very Bad","Timestamp(seconds=1616958767, nanoseconds=986000000)"
"TIm","animation/logo_161_animation_12.svg","Very Bad","Timestamp(seconds=1617016469, nanoseconds=189000000)"
"Kim","animation/logo_2_animation_12.svg","Okay","Timestamp(seconds=1616955760, nanoseconds=777000000)"
"Rebecca","animation/logo_175_animation_14.svg","Very Bad","Timestamp(seconds=1617014429, nanoseconds=343000000)"
"Jonathan","animation/logo_130_animation_16.svg","Very Bad","Timestamp(seconds=1616961186, nanoseconds=601000000)"
"Jonathan","animation/logo_123_animation_12.svg","Very Bad","Timestamp(seconds=1616955957, nanoseconds=542000000)"
"Kim","animation/logo_121_animation_12.svg","Bad","Timestamp(seconds=1616955168, nanoseconds=219000000)"
"Jakob","animation/logo_120_animation_8.svg","Very Bad","Timestamp(seconds=1616927039, nanoseconds=391000000)"
"Rebecca","animation/logo_171_animation_32.svg","Bad","Timestamp(seconds=1617018091, nanoseconds=91000000)"
"Jakob","animation/logo_139_animation_16.svg","Bad","Timestamp(seconds=1616926944, nanoseconds=204000000)"
"Jonathan","animation/logo_96_animation_22.svg","Very Bad","Timestamp(seconds=1616965153, nanoseconds=647000000)"
"Sarah","animation/logo_164_animation_16.svg","Good","Timestamp(seconds=1617025607, nanoseconds=685000000)"
"Jakob","animation/logo_188_animation_31.svg","Very Bad","Timestamp(seconds=1617049319, nanoseconds=808000000)"
